GENE.ID	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YPR127W	0.86	0.55	0.45	0.37	-0.02	-0.09	-0.15	-0.06	-0.13	0.14	-0.42	-0.51	-0.35	-0.14	-0.11	-0.29	-0.18
YMR046C	0.33	0.27	-0.43	0.15	-0.42	-0.24	0.03	0.26	-0.18	-1.02	0.39	-0.34	0.36	0.01	0.03	0.03	0.79
YDR454C	-0.54	0	0.06	-0.11	-0.17	-0.16	0	-0.44	-0.27	0.44	0.17	0	-0.52	0.48	0.24	0.42	0.4
YOL099C	-0.2	-0.2	-1.03	-0.63	0.1	-0.02	0.09	0.09	0.54	0.44	0.15	-0.31	0.2	0.37	0.38	0.09	0.09
YMR136W	-0.55	-0.27	0.61	0.5	-0.03	0.5	0.42	0.32	-0.57	-0.13	-0.03	-0.43	-0.34	0.34	-0.08	-0.13	-0.21
YML022W	-0.62	0.2	-0.18	-0.09	-0.23	-0.46	-0.34	0.15	-0.26	0.72	0.12	0.015	-0.25	0.19	0.31	0.52	0.22
YDL039C	2.03	2.41	-0.64	-0.95	-0.37	-0.28	-0.09	0.44	0.53	-0.17	-0.16	-0.72	-0.76	-0.81	-0.225	-0.07	-0.41
YDL204W	0.41	0.09	-0.26	-0.26	-0.64	0.06	-0.66	-0.26	-0.19	0.12	0.02	-0.09	0.27	0.21	0.06	0.71	0.4
YJR074W	0.64	0.46	0.06	-0.04	-0.5	-0.71	-0.31	-0.53	0.03	0	-0.23	0.54	-0.16	0.13	0.015	0.35	0.27
YJL160C	0.4	-0.16	-0.1	-0.22	-0.44	-0.51	-0.04	-0.04	0.45	0.64	0.18	-0.22	-0.22	0.02	-0.6	0.74	0.12
YDL137W	-0.25	-0.32	-0.58	-0.46	-0.29	-0.32	-0.13	-0.04	-0.19	0.57	0.32	0.09	0.02	-0.085	0.63	0.46	0.5
YNL236W	-0.37	0.07	-0.6	-0.57	0.08	-0.01	-0.03	0.11	0.37	0.28	0.04	0.23	-0.11	0.065	0.06	0.32	0.13
YGR083C	-0.05	0.16	0.02	-0.08	0.1	0.04	0.18	-0.14	0.09	0.06	-0.05	-0.01	-0.36	0.025	0.24	0.03	-0.21
YDR108W	-0.68	0.03	-0.03	0.04	-0.48	0.36	0.07	0.13	0.15	-0.31	-0.12	-0.09	0.25	0.26	0.055	0.19	0.24
YJR070C	-0.36	-0.18	0.27	0.12	0.3	-0.21	-0.2	0.02	0.04	0.52	-0.67	0.03	-0.17	0.2	-0.01	0.17	0.15
YOL112W	-0.95	-0.5	-0.02	0.04	0.25	0.37	0.42	0.22	0	-0.7	-0.16	0.08	0.11	0.19	0.07	0.58	0.06
YBL064C	1.45	0.57	0.34	-0.37	-0.05	-0.68	-0.59	-0.42	-0.24	0.02	0.19	0.22	-0.06	-0.22	-0.055	-0.37	0.19
YNL113W	-0.21	0.19	0.21	-0.08	0.36	-0.2	0.02	-0.04	-0.22	0.22	-0.07	-0.14	-0.16	-0.14	-0.06	0.38	-0.14
YBR275C	-0.46	-0.09	0.67	0.45	0.6	-0.14	-0.33	-0.05	-0.48	0.34	0.47	0.48	0.24	-0.07	-0.43	-0.85	-0.44
YFL005W	-0.64	0.02	-0.1	0.24	0.14	-0.56	0.27	0.12	-0.07	0.39	0	-0.05	-0.29	0.01	0.16	0.41	0
YDR221W	-0.51	-0.11	-0.51	-0.01	-0.21	0.37	0.05	0.17	0.15	-0.25	-0.02	0.05	0.37	0.36	0.09	0.05	0.05
YCLX08C	-0.57	0.23	-0.08	0.48	0.14	0.46	0.32	0.1	-0.24	-0.24	0.05	-0.32	0.29	-0.04	0.23	-0.68	-0.15
YPL043W	-1	-0.06	-0.12	-0.29	0.16	0.06	0.12	0.07	0.14	0.26	0.05	0	0.13	0.065	0.29	-0.02	0.18
YBR087W	-0.37	-0.3	0.62	0.34	0.24	-0.21	0.18	0.1	-0.03	0.01	0.15	0.24	0.05	0.03	-0.19	-0.42	-0.42
YJL124C	-0.63	-0.47	-0.26	-0.36	0.27	0.05	-0.12	0.44	0.21	0.21	0.05	0.13	0.02	0.22	0.08	0.11	0.15
YKL184W	-0.23	-0.01	-0.07	0.17	0.04	0.17	0.32	-0.32	0	0.26	-0.31	-0.37	0.11	0.02	0.26	0.09	-0.11
YGL134W	0.14	-0.15	-0.27	-0.77	-0.24	0.19	-0.41	0.04	0.04	-0.72	-0.37	0.07	0.34	0.56	0.44	0.57	0.54
YJL050W	-0.56	0.57	-0.29	-0.08	0.4	0.93	0.09	-0.15	0.52	-0.51	-0.16	0.02	-0.28	-0.1	-0.09	-0.07	-0.34
YBL102W	-0.04	-0.77	-0.45	-0.47	0.04	-0.36	0.17	-0.05	-0.09	0.65	0.28	0.29	0.13	0	0.41	-0.06	0.33
YLR146C	-0.35	0.58	0.25	0.08	-0.1	0.03	0.11	-0.01	-0.04	-0.03	0.08	-0.22	-0.25	-0.13	-0.02	0.05	-0.04
YBR186W	-0.73	-0.03	0.31	0.22	0.26	0.29	0.64	0.16	0.21	-0.82	-0.42	-0.07	0.19	-0.31	0.08	0.16	0.16
YBL044W	0.73	-0.85	0.015	0.56	1.15	-0.44	0.015	0.15	-1.44	0.37	-0.12	0.015	-0.44	1.47	0.15	-0.44	-0.85
YIL154C	-0.39	-0.6	-0.38	-0.27	0	0	0.03	0	0.08	0.44	0.11	0.15	0.32	0.015	-0.09	0.19	0.43
YER022W	-0.3	0.31	0.2	-0.25	-0.17	-0.07	-0.43	0.09	0.13	-0.53	-0.19	0.04	0.51	0.52	0.15	0.04	0.04
YJL077C	0.03	0.2	-0.45	-0.26	0.2	0.55	-0.21	-0.37	0.82	-0.08	-0.05	-0.05	-0.71	-0.11	0.48	-0.05	-0.05
YFL020C	0.34	-0.05	0.22	0.11	0.09	-0.57	-0.34	0.09	0.09	-0.03	0.25	-0.6	0.03	-0.03	0.29	0.05	0.07
YDR126W	0.67	0.58	0.2	0.08	0.7	0.39	-0.63	-0.24	-0.15	-0.32	-0.51	0.19	-0.58	0.05	-0.24	-0.08	-0.15
YOL012C	-1.37	-1.15	-0.77	0.02	0.64	0.3	0.34	0.08	-0.1	0.07	0.06	0.37	0.25	0.68	0.075	0.73	-0.14
YLR276C	-0.61	0.28	0.2	0.1	0.19	0.26	0.05	0.12	-0.08	0.12	-0.15	-0.34	0.085	0.12	-0.14	0.07	-0.2
YMR276W	0.08	-0.12	-0.04	-0.05	-0.08	-0.37	-0.13	-0.3	-0.01	0.59	0.12	0.19	-0.07	0.03	-0.045	0.21	-0.06
YGR243W	0.2	-0.71	-0.76	0.04	-0.35	-0.71	-0.24	0.34	0.81	0.84	0.3	0.23	0.01	0.07	-0.1	-0.13	0.16
YBR289W	0.18	-0.34	-0.54	0.03	1.2	0.54	0.04	0.19	-0.32	-0.11	0.23	-0.24	-0.11	-0.09	-0.07	-0.52	-0.16
YDR286C	0.7	0.43	-0.36	-0.42	-0.53	0.04	-0.17	-0.27	0.22	0.12	-0.06	-0.09	-0.37	-0.02	-0.04	0.51	0.28
YJR157W	0.51	0.81	0.76	0.46	0.25	0.16	-0.44	0.08	0.56	0.04	-1.3	-0.33	-0.15	-0.72	-0.2	-0.46	0
YKL071W	0.26	0.31	-0.28	-0.01	-0.08	0.05	0.03	0.56	0.33	-1.34	-0.41	0.23	0.28	0.1	-0.05	0.05	0.05
YPL096W	0.53	-0.24	-0.24	-0.03	-0.37	0.08	-0.08	-0.07	0.05	0	-0.1	0.17	0.03	-0.08	-0.015	0.19	0.16
YGL232W	0.34	0.33	-0.01	-0.12	-0.67	-0.42	-0.07	-0.27	0.2	0.1	0.07	0.01	-0.4	0.015	0.65	0.23	0.02
YML068W	0.1	-0.11	-0.76	0.05	0.18	0.1	0.21	0.63	-0.02	-0.42	-0.48	0.06	0.08	0.35	0.07	0.09	-0.05
YOL158C	-0.23	-0.77	-1.12	-0.4	-0.29	-0.17	0.19	0.23	0.27	0.06	-0.1	-0.18	0.17	0.43	0.68	0.45	0.77
YDR039C	-0.26	0.22	-0.23	-0.15	0.34	-0.06	-0.1	0.12	-0.05	0.34	0.04	-0.12	-0.18	-0.055	0.12	0.28	-0.32
YDR395W	-0.25	-0.04	-0.15	0.2	0.16	0.18	-0.21	0.08	0.18	-0.3	0.13	0.04	-0.02	0.18	0.01	-0.09	-0.09
YGL169W	0.45	0.65	0.5	0.41	-0.24	-0.01	0.25	0.48	0.19	-0.87	-0.4	-0.45	0.13	-0.39	0.06	-0.45	-0.24
YLR087C	-0.18	0.64	-0.02	-0.11	0.01	0.09	0.01	0.31	0.22	-0.29	0.19	0.16	-0.06	-0.52	-0.16	-0.15	-0.13
YGR149W	0.32	-0.48	-0.61	-0.33	-0.42	-0.12	-0.96	-0.68	0.02	0.27	0.64	0.41	0.67	0.41	0.15	0.17	0.52
YDR516C	0.68	-0.27	-0.61	0	-0.08	0.21	-0.65	-0.86	-0.26	0.37	0.54	0.53	0.28	0.22	-0.08	0	0
YKL203C	0.16	0.06	-0.38	-0.48	-0.01	0	-0.01	0.46	0.13	0.56	0.25	-0.09	-0.23	-0.01	-0.09	-0.17	-0.14
YJL157C	-1.18	-1.02	-1.74	-1.69	-0.82	-0.19	-0.31	0.72	0.76	1.75	1.43	0.44	0	0.11	0.22	0.47	1.16
YIL073C	1.03	0.4	-0.36	-0.36	-0.015	0.11	-0.6	-0.06	0.33	-1.06	-0.06	0.33	0.7	0.03	0.4	-0.47	-0.36
YOL035C	0.05	0.02	-0.25	-0.21	-0.12	0.2	0	-0.06	0.17	0.11	-0.02	-0.19	-0.07	0.2	0.005	0.01	0.16
YDL211C	-0.86	-0.4	0.32	0.62	0.24	0.65	-0.42	-0.26	-0.14	-0.48	0.79	0.65	0.73	0.25	-0.29	-0.75	-0.64
YDR373W	-0.08	-0.17	-0.24	0.1	-0.21	0.12	-0.12	-0.02	0.03	0.22	0	0.03	-0.27	0.32	-0.01	-0.17	0.47
YMR282C	-0.97	-0.08	-0.76	-0.46	-0.22	-0.2	0.07	0.05	0.54	0.1	0.38	-0.14	0.36	0.48	0.06	0.4	0.44
YFR032C	0.46	0.54	0.4	0.88	-0.01	-0.43	0.49	0.03	-0.1	0.37	-0.38	-0.66	-0.6	-0.43	0.31	-0.6	-0.28
YOR297C	0	-0.39	-0.5	0.33	0.01	0.2	0.07	0.17	0.45	-0.28	0.15	-0.71	0.31	0.05	0.11	0.07	0.07
YOR321W	0.24	-0.52	0.58	0.32	-0.06	0.12	-0.34	-0.33	-0.37	0.12	0.35	0.58	0.27	0.03	-0.38	-0.17	-0.41
YNL325C	0.26	0.12	-0.24	0.31	-0.09	-0.15	0.17	0.05	0.06	-0.07	0.28	-0.38	0.02	0.18	0.035	-0.34	-0.18
YAR029W	0.02	0.09	0.27	0.02	0.09	-0.15	0.11	0.18	-0.11	0.16	-0.34	-0.18	-0.05	0.21	0.02	-0.2	-0.14
YLR411W	1.06	0.68	0.22	-0.2	-0.15	0.04	-0.12	-0.1	-0.17	-0.22	-0.03	-0.25	-0.22	-0.08	0.08	-0.28	-0.25
YKR027W	0.01	0.16	-0.44	-0.04	0.16	0.42	0.65	0.52	0.33	-0.24	-0.1	0.14	0.13	-0.95	-0.48	-0.29	0.04
YJL174W	-0.48	-0.14	-0.04	0.38	0.12	0.13	-0.03	-0.14	0.08	-0.02	-0.1	-0.01	-0.06	-0.025	0.17	0.18	-0.05
YAR053W	0.61	0.34	0.68	-0.02	0.09	-0.06	0.35	-0.4	-0.15	0.09	-0.36	-0.21	0.01	0.03	-0.005	-0.49	-0.53
YDR124W	0.92	0.54	0.25	0.25	0.15	-0.03	-0.18	-0.05	-0.01	-0.51	0.03	0.03	-0.07	-0.33	-0.46	-0.4	-0.14
YPL013C	0.14	0.53	0.36	-0.27	-0.1	-0.32	-0.23	-0.24	-0.55	0.57	0.18	-0.11	-0.55	-0.21	-0.12	0.69	0.14
YJR030C	-0.09	0.6	1.72	0.95	-0.38	-0.22	-0.5	-1.64	-0.42	-0.3	-1.55	1.11	0.78	0.36	-0.02	-0.3	-0.12
YJR101W	-0.37	0.02	-0.59	-0.27	-0.25	-0.25	-0.22	-0.1	0.24	0.24	0.3	0.35	0.29	-0.05	-0.015	0.25	0.41
YNL065W	0.34	0.5	0.25	0.72	0.94	0.65	0.51	0.39	0.26	-1.24	-1.02	-0.79	-0.43	-0.39	0.255	-0.52	-0.19
YDL076C	-0.33	0.28	-0.22	0.15	-0.16	0.09	0.27	0	-0.08	-0.51	-0.1	-0.05	0.22	0.22	0.03	0.17	0.06
YBR059C	-0.01	-0.38	-0.55	-0.67	-0.02	-0.34	-0.02	-0.08	0.09	0.66	0.38	0.31	0.21	0.01	0	0.14	0.26
YIR007W	0.87	-0.29	-0.48	-0.35	0.24	0.3	-0.12	-0.01	0.2	0.15	0.06	0.04	-0.17	0.08	-0.01	-0.35	-0.17
YPR068C	0.59	-0.16	0.41	0.43	0.12	0.03	0.12	-0.33	0.13	-0.18	0.05	-0.65	-0.2	0.05	0.18	-0.68	0.08
YGL105W	0.06	0.01	0.5	0.28	-0.18	-0.47	0.18	0.01	-0.13	0.41	0.12	-0.2	-0.34	-0.25	0.01	-0.11	0.09
YHL044W	0.95	0.52	-0.17	0.06	-0.4	-0.49	-0.26	0.12	0.09	-0.28	0.2	0.1	0.24	-0.25	-0.1	-0.28	-0.04
YIR001C	0.34	-0.06	-0.21	-0.29	0.05	0.18	-0.23	-0.19	0.23	-0.22	0.09	0.3	0.11	-0.16	-0.005	-0.22	0.29
YOR123C	-0.56	0.11	-0.2	-0.45	0.16	0.1	0.08	-0.03	-0.09	0.04	-0.03	0.57	-0.14	-0.025	-0.08	0.54	-0.02
YCL019W	-0.51	-0.37	0.36	-0.05	0.04	-0.88	0.77	-0.59	-0.86	0.65	0.37	-0.39	-0.32	0.18	-0.005	0.13	1.47
YAR060C	0.62	0.13	-0.08	-1.27	0.06	-0.14	0.31	-1.27	0.27	0.4	0.66	0.95	0.12	0.04	0.14	-1.08	0.29
YDR306C	0.07	-0.53	-0.58	-0.25	-0.05	-0.03	-0.25	0.14	0.24	-0.02	0.16	0.17	-0.02	0.29	0.025	0.35	0.3
YCL032W	0.01	-0.78	-0.11	-0.33	0.18	-0.09	0.43	0.32	0.19	-0.32	0.18	0.37	-0.04	-0.015	-0.14	-0.22	0.37
YOR089C	-0.03	0.03	0.04	-0.18	0.03	-0.33	-0.13	-0.1	-0.27	0.11	-0.02	0.44	-0.31	-0.025	0.02	0.73	-0.04
YGL150C	0.03	0.14	0.13	0.08	-0.11	-0.06	0.23	0.13	-0.05	-0.05	-0.02	-0.09	0.19	-0.36	-0.035	-0.1	-0.08
YDL006W	-0.49	-0.12	0.51	0.38	-0.45	0.17	-0.16	-0.14	-0.11	0.1	0.19	0.02	0.4	-0.045	0.02	-0.19	-0.13
YMR117C	-0.18	1.53	0.06	0.47	0.84	0.2	0.05	-0.22	-0.11	-0.94	-0.2	0.12	0.35	-0.73	-0.55	-0.18	-0.52
YPR046W	0.14	-0.91	0.13	0.39	0.23	0.3	0.18	0.14	-0.01	-0.29	-0.27	-0.02	-0.24	0.15	0.105	0	0.08
YPR076W	-0.46	-0.14	0.57	0.26	0.48	0.2	-0.04	-0.34	-0.34	-0.25	0.15	0.32	0.28	0.03	-0.11	-0.06	-0.54
YDR486C	-0.02	0.1	-0.22	-0.14	0.03	0.25	-0.24	-0.22	-0.09	-0.03	0.06	-0.01	-0.19	0.13	-0.015	0.18	0.42
YMR208W	-0.4	0.09	0.04	-0.09	-0.25	-0.33	-0.39	-0.67	0.17	0.8	0.37	0.03	0.24	0.035	-0.5	0.56	0.33
YDL108W	0.26	0.12	0.11	0.24	0.03	0.08	-0.06	0.22	0.07	-0.33	-0.26	-0.01	0.015	-0.17	-0.15	-0.15	0
YNR076W	0.21	0.49	0.56	0.6	0.23	-0.16	-0.26	-0.39	-0.48	0.28	-0.13	0.05	-0.46	-0.035	-0.12	0.1	-0.53
YJL165C	0.06	0.09	0.15	-0.44	0.28	0.12	-0.24	0.63	0.44	-0.42	-0.57	0.04	-0.03	0.05	0.11	-0.19	-0.03
YLR207W	0.63	-0.18	-0.01	-0.21	0.23	0.19	0.01	-0.07	-0.02	-0.1	0.42	0.05	0.24	-0.63	0.11	-0.08	-0.56
YBL002W	-2.01	-1.25	0.37	0.82	1.09	-0.37	-0.22	-0.35	-0.91	-0.4	0.48	1.02	0.08	0.83	0.58	0.51	-0.21
YDL052C	-0.18	-0.21	0.09	0.29	-0.12	-0.08	0.06	-0.06	-0.08	-0.35	0.19	0.08	0.04	-0.01	0.4	0.37	-0.44
YPL108W	0.36	0.31	0.32	0.16	-0.51	-0.12	-0.16	-0.01	0.26	0.19	-0.23	-0.2	-0.24	-0.05	-0.025	-0.01	-0.04
YER019W	-0.13	-0.21	0.71	0.86	0.4	0.02	0.07	-0.13	-0.52	-0.1	-0.19	-0.23	0.36	0.12	-0.115	-0.46	-0.57
YKL216W	-0.21	0.4	0.29	0.12	-0.03	-0.34	-0.17	0.3	-0.08	-0.14	-0.02	-0.05	-0.15	-0.04	-0.17	0.09	0.14
YKL012W	-0.11	-0.77	-0.22	0.21	0.11	0.28	0.29	0.19	-0.17	0.07	0.26	-0.16	-0.16	0.46	0.045	0.02	-0.28
YER184C	0.04	0.31	-0.19	-0.1	0.04	0.12	0.34	0.2	0.16	-0.41	-0.3	-0.24	0.08	-0.1	-0.1	0.16	-0.01
YDL018C	-0.27	0.43	1.29	0.78	-0.64	-0.37	-0.81	-1.18	-0.72	0.41	0.74	0.57	0.47	0.02	-0.125	-0.36	-0.37
YBR074W	0.73	-1.03	0.13	0.03	-0.21	-0.14	0.73	0.52	0.52	0	0.48	-0.09	0.94	-1.41	-0.03	-1.03	-0.14
YML124C	-0.27	-0.07	0.07	0.01	0.29	-0.09	0.02	-0.08	-0.04	0.25	-0.46	0.015	-0.19	0.11	0.02	0.34	0.08
YIL095W	-0.13	-0.22	-0.29	-0.1	0.08	-0.06	0.18	0.24	0.22	-0.26	0.08	-0.13	0.12	0.01	0.19	-0.16	0.25
YPL250C	-1.54	-0.83	-0.38	0.46	0.13	-0.33	-0.95	-0.57	-0.41	0.27	-0.05	-0.4	0.73	1.09	-0.19	1.42	1.37
YHR005C	-0.15	0.32	0.23	-0.76	-1.16	-0.9	-0.23	0.28	0.45	0.99	0.99	0.2	-0.28	-0.53	0.1	0	0.54
YML077W	-0.08	0.58	0.25	0.25	-0.13	-0.14	-0.13	-0.53	-0.06	0.09	-0.03	-0.13	-0.19	-0.15	-0.07	0.23	0.17
YDR026C	0.01	0.09	-0.17	-0.09	0.01	0.36	-0.03	0.5	0.09	-0.1	-0.35	-0.25	-0.17	-0.02	-0.025	-0.05	0.18
YDR281C	-0.28	0.52	0.3	-0.03	-1.19	-0.92	-1.88	-0.67	-0.3	0.1	0.22	0.6	0.89	1.39	1.26	0.1	0.1
YLR314C	-0.4	0	0.21	0.11	0.35	-0.18	-0.36	-0.61	0.08	0.19	0.05	0.12	0.22	0.095	-0.36	0.26	0.32
YLR396C	-0.07	-0.1	-0.55	-0.26	-0.21	0.34	0.43	-0.29	0.19	0.06	0.13	0.23	0.05	0.015	-0.06	0.14	-0.02
YHR104W	1.59	0.69	0.16	-0.62	-1.02	-0.67	-0.97	-0.77	-0.15	-0.04	0.3	0.56	0.68	0.24	-0.01	-0.01	-0.01
YMR280C	0.13	-0.65	-0.65	0.35	0.13	-0.13	0.13	-2.46	1.25	0.87	0.63	-0.46	0.63	0.13	0.35	0.13	0.13
YNR077C	0.04	0.6	0.4	0.89	0.35	0.37	0.39	0.29	-0.19	-0.02	-0.24	-0.84	-0.54	0.05	0.045	-1.28	-0.28
YPR139C	-0.15	0.02	0.09	0.05	-0.56	-0.19	-0.04	0.01	0.01	0.16	0.31	0.31	-0.2	0.04	0.015	0.2	-0.07
YNR064C	0.64	0.38	-0.62	0.12	0.07	0	0.23	0.18	0.06	0.11	-0.07	-0.16	0.06	-0.04	-0.05	-0.23	-0.67
YDL235C	0.12	-0.57	-0.29	-0.1	0.32	0.08	0.2	0.14	0.04	0.13	0.2	-0.04	-0.33	0.03	0.06	0.12	-0.04
YPL260W	0.09	-0.11	-0.21	-0.14	0.09	0	-0.06	-0.15	-0.11	0.51	0.28	-0.31	-0.12	0.01	-0.03	0.18	0.05
YDR230W	0.53	-0.2	-0.67	0.09	0.06	0.08	-0.37	-0.25	0.15	0.06	0.24	-0.09	-0.32	0.12	0.07	0.27	0.3
YBR202W	-1.17	0.09	-0.52	-1.04	-1.16	-0.83	0.17	0.93	0.89	1.04	0.52	-0.24	-0.46	0.13	0.2	0.91	0.68
YOL024W	-0.06	0.71	0.44	0.05	0.71	-0.48	-0.26	-0.13	0.44	-0.33	0.16	-0.13	-0.01	-0.01	0.05	-0.84	-0.33
YDL118W	0.35	-1.92	-0.78	-0.92	-0.1	-0.21	0.22	-0.21	0.08	0.31	0.89	1.01	0.62	0.31	0.26	-0.47	0.55
YOR277C	-0.63	-0.19	0.3	0	-0.1	-0.34	-0.24	-0.19	-0.23	0.71	0.27	-0.17	-0.05	0.14	0.21	0.35	0.13
YJR137C	-1.12	-0.91	-0.78	0.25	1.36	0.78	0.35	-0.05	-0.44	-0.45	-0.37	0	0.34	0.14	0.07	0.34	0.56
YJL065C	0.31	0.19	-0.2	0.01	-0.14	0.27	0.06	0.34	-0.02	-0.26	-0.21	-0.18	0.14	-0.07	-0.045	-0.14	-0.12
YPL009C	-0.12	-0.07	0.01	-0.28	0.11	0.12	0	0.09	-0.2	0.28	-0.1	0.04	-0.15	0.05	0.005	0.3	-0.09
YIL138C	-0.55	-0.19	-0.41	-0.44	0.13	0.43	0.2	0.09	0.13	-0.51	-0.06	0.4	0.2	0.11	0.49	-0.07	0.18
YLR124W	1.23	0.79	0.93	-0.21	-0.07	-0.72	-0.21	0.38	-0.94	-0.07	0.93	-0.21	0.56	-1.21	-0.36	-1.21	0.38
YPR124W	1.26	0.32	-0.16	-0.38	-0.32	-0.43	-0.2	-0.23	-0.01	-0.25	-0.38	-0.09	-0.35	-0.18	-0.12	0.79	0.54
YDR501W	0.09	0.51	0.28	1.19	0.09	0.88	-0.99	-0.43	-0.55	-0.83	0.62	0.35	0.28	0.81	0.05	-1.62	-0.75
YGL077C	0.35	-0.08	-0.65	-0.37	-0.26	0.12	0.05	0.09	0.19	-0.34	0.08	0.04	0.31	0.11	0.07	0.3	0.06
YOR025W	-1.5	-1.69	-1.12	-1.02	-0.44	0.75	1.03	0.93	1.55	0.14	0.07	-0.54	0.46	0.68	0.7	0.14	0.14
YHR026W	-0.5	-0.42	-0.12	0.06	-0.23	-0.15	0.14	0.11	0.01	0.52	0.18	0.02	0.04	-0.04	0.17	0.17	0.08
YGR089W	-0.58	-0.29	-0.65	-0.56	0.48	0.61	0.2	0.23	-0.1	-0.25	-0.32	-0.04	0.36	0.47	0.01	0.06	0.39
YBR232C	-0.42	-0.88	0.68	0.55	0.33	-0.18	-0.07	0.29	0.25	0.82	0.48	0.82	0.25	-1.18	-0.71	-1.18	0.12
YLR023C	0.01	-0.03	-0.07	0.65	0.24	-0.16	0.31	-0.11	0.03	-0.35	0.05	-0.22	-0.01	-0.09	-0.05	-0.07	-0.18
YBR196C	-0.22	-0.41	-0.24	-0.28	0.11	-0.66	0.23	-0.12	-0.31	0.58	0.3	-0.005	-0.19	0.14	0.53	0.28	0.25
YER007W	0.8	0.61	0.64	-0.01	-0.16	-0.36	-0.43	0.39	-0.16	-0.39	-0.39	-0.51	0.1	-0.01	0.02	-0.07	-0.07
YPR186C	-0.08	-0.97	-0.56	-0.34	0.11	0.4	0.17	0.25	0.3	-0.1	-0.17	0.38	0.03	0.18	0.14	0.2	0.18
YDR185C	0.14	0.67	0.3	0.17	-0.4	0.33	0.19	-0.38	0.17	-0.73	-0.58	-0.29	0.02	0.28	0.13	0.14	0.14
YKL058W	-0.09	-0.05	0.23	-0.02	0.05	-0.27	-0.7	0.14	-0.08	-0.09	-0.11	0.12	0.1	0.015	0.13	0.35	0.3
YIL117C	0.49	-0.89	-0.65	-0.46	0.01	0.47	0.45	0.05	0.06	0.01	0.03	0.1	-0.31	-0.06	0.04	0.31	0.4
YPL225W	-0.2	-0.24	0.1	-0.3	0.05	-0.28	-0.21	-0.22	-0.18	0.8	0.28	-0.11	-0.28	0.21	-0.04	0.15	0.36
YOR347C	1.26	0.28	-1.02	-0.79	-0.9	-0.79	-0.62	-0.41	-0.47	0.61	0.48	0.49	0.56	0.25	-0.02	0.52	0.56
YPR111W	-0.15	-0.6	-0.37	-0.15	0.59	0.46	0.02	0.21	0.04	-0.37	-0.4	-0.48	-0.06	0.21	0.44	0.34	0.26
YGL174W	0	0.23	0.49	0.32	0.18	0.24	-0.12	-0.04	-0.18	-0.31	-0.24	0.07	-0.04	0.19	-0.27	-0.16	-0.36
YBR017C	-0.39	0.01	-0.01	-0.4	-0.04	0.12	0.23	0.31	0.1	0.22	0.09	0.06	0.08	-0.11	0.07	-0.39	0.13
YMR021C	0.09	0.5	-0.3	0.03	0.16	0.09	0.12	0.41	-0.09	-0.15	0.01	-0.17	-0.41	0.02	0.16	-0.14	-0.3
YGL109W	0.14	-0.12	-0.29	-0.34	-0.33	-0.07	-0.08	-0.35	0.04	-0.11	-0.21	-0.07	0.15	0.55	-0.075	0.64	0.45
YKL074C	0.07	-0.05	0.27	0.07	0.04	-0.19	-0.09	-0.25	-0.15	0.25	-0.26	-0.06	-0.01	0.015	0.18	0.05	0.13
YBR021W	-0.1	-0.68	-0.22	-0.61	0.24	0.08	0.54	0.11	0.3	-0.38	-0.03	-0.01	0.29	0.09	0.23	0.14	0.1
YGR168C	0.32	0.17	-0.09	0.29	0.08	0.03	0.14	-0.12	0.19	-0.81	-0.42	-0.42	-0.28	0.19	0.19	0.19	0.37
YOR261C	-0.44	-0.5	-0.33	-0.74	-0.17	-0.17	-0.2	-0.05	0.14	0.53	0.38	0.35	0.1	0.22	0.025	0.35	0.53
YER158C	0.58	0.22	0.22	0.46	0.08	0.03	0.15	0.24	0.01	-0.17	-0.09	-0.3	-0.06	-0.43	-0.78	-0.15	-0.02
YOR167C	-0.01	-0.25	0.35	0.2	0.56	-0.19	-0.27	-0.11	-0.06	0.075	-2.34	-0.25	0.16	0.65	0.48	0.23	0.83
YOL089C	0.01	-0.35	-0.47	-0.02	-0.15	-0.08	0.19	0.15	0.44	-0.44	0.07	0.24	0.36	0.09	0.26	-0.38	0.09
YGR128C	-0.26	0.41	0.26	-0.04	0.27	0.28	0.31	0.11	0.09	-0.31	-0.54	-0.48	0.01	0	0.05	0.1	-0.19
YDL044C	-0.37	-0.04	0.13	-0.43	-0.67	0.06	0.01	0.06	0.14	0.42	0.23	-0.01	-0.06	0.08	0.08	0.23	0.14
YKL102C	0.08	-1.43	0.36	-0.09	0.19	-0.05	0.57	0.15	0.48	-0.09	-0.38	0.11	0.29	-0.74	-0.09	0.22	0.42
YBR056W	0.52	-0.46	-0.82	-1.19	-0.72	-0.63	0.07	-0.21	0	0.49	0.58	0.63	0.84	-0.07	0.53	-0.04	0.5
YER005W	-0.1	0.44	-0.03	0.09	0.36	0.02	0.05	0.37	-0.25	0.08	-0.4	-0.26	-0.08	-0.07	-0.005	0.02	-0.23
YMR173W	0.95	0.86	-0.2	0.32	0.56	0.63	0.51	0.75	-0.66	-1.12	-0.78	-0.48	-0.27	-0.34	-0.22	-0.5	-0.24
YAR071W	-0.05	-0.57	-0.32	-0.87	-0.91	-1.65	-0.28	0.15	-0.05	1.54	0.6	-0.05	-0.13	0.28	0.77	0.56	0.88
